HHID,Home,MemID,EpisodeID,OrigLoc,DestLoc,LeaveTime,TravelTime,BeginTime,EndTime,ActivityType,Mode,With,Charging
307080,5563,0,1,5563,5563,07:52+0,6,07:58+0,08:03+0,BringGet,Walking or Biking,Missing,NoCharging
307080,5563,0,2,5563,5563,08:03+0,28,08:31+0,11:12+0,Work,Walking or Biking,Missing,NoCharging
307080,5563,0,3,5563,5563,11:12+0,29,11:41+0,12:57+0,Home,Walking or Biking,Missing,NoCharging
307080,5563,0,4,5563,5563,12:57+0,8,13:05+0,16:00+0,Work,Car,Missing,PublicCharging
307080,5563,0,5,5563,5563,16:00+0,8,16:08+0,03:00+1,Home,Car,Missing,NoCharging
307208,5563,0,0,5563,5563,03:00+0,0,03:00+0,06:33+0,Home,Missing,Missing,PrivateCharging
307208,5563,0,1,5563,4101,06:33+0,108,08:21+0,16:36+0,Work,Public Transport,Missing,NoCharging
307208,5563,0,2,4101,5563,16:36+0,12,16:48+0,03:00+1,Home,Public Transport,Missing,NoCharging
307208,5563,1,0,5563,5563,03:00+0,0,03:00+0,09:05+0,Home,Missing,Missing,PrivateCharging
307208,5563,1,1,5563,5563,09:05+0,7,09:12+0,11:17+0,Work,Car,Missing,NoCharging
307208,5563,1,2,5563,5563,11:17+0,6,11:23+0,11:28+0,BringGet,Car,Missing,SemiPublicCharging
307208,5563,1,3,5563,5563,11:40+0,9,11:49+0,12:13+0,BringGet,Car,Missing,FastCharging
307208,5563,1,4,5563,5563,12:13+0,6,12:19+0,13:31+0,Home,Car,Missing,PrivateCharging
307208,5563,1,5,5563,5563,13:31+0,8,13:39+0,13:44+0,BringGet,Walking or Biking,Missing,NoCharging
307208,5563,1,6,5563,5563,13:44+0,23,14:07+0,14:13+0,BringGet,Walking or Biking,Missing,NoCharging
307208,5563,1,7,5563,5563,14:13+0,6,14:19+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
307479,5563,0,0,5563,5563,03:00+0,0,03:00+0,05:39+0,Home,Missing,Missing,NoCharging
307479,5563,0,1,5563,5612,05:39+0,72,06:51+0,15:06+0,Work,Public Transport,Missing,NoCharging
307479,5563,0,2,5612,5563,15:06+0,72,16:18+0,17:19+0,Home,Public Transport,Missing,NoCharging
307479,5563,0,3,5563,5554,17:19+0,24,17:43+0,17:59+0,Business,Walking or Biking,Missing,NoCharging
307479,5563,0,4,5554,5563,17:59+0,24,18:23+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
307479,5563,1,0,5563,5563,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
307446,5563,0,0,5563,5563,03:00+0,0,03:00+0,08:20+0,Home,Missing,Missing,PrivateCharging
307446,5563,0,1,5563,5563,08:20+0,27,08:47+0,17:54+0,Work,Walking or Biking,Missing,NoCharging
307446,5563,0,2,5563,5563,17:54+0,20,18:14+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
307446,5563,1,0,5563,5563,03:00+0,0,03:00+0,16:25+0,Home,Missing,Missing,PrivateCharging
307446,5563,1,1,5563,5504,16:25+0,12,16:37+0,16:54+0,Groceries,Car,Missing,PublicCharging
307446,5563,1,2,5504,5563,17:22+0,12,17:34+0,18:49+0,Social,Car,Missing,NoCharging
307446,5563,1,3,5563,5563,19:17+0,7,19:24+0,22:42+0,Leisure,Car,Missing,NoCharging
307446,5563,1,4,5563,5563,22:42+0,7,22:49+0,03:00+1,Home,Car,Missing,PrivateCharging
307478,5563,0,0,5563,5563,03:00+0,0,03:00+0,07:25+0,Home,Missing,Missing,SemiPublicCharging
307478,5563,0,1,5563,5616,07:25+0,20,07:45+0,16:28+0,Work,Car,Missing,NoCharging
307478,5563,0,2,5616,5616,16:55+0,7,17:02+0,17:18+0,Social,Car,Missing,NoCharging
307478,5563,0,3,5616,5616,17:18+0,7,17:25+0,17:35+0,Groceries,Car,Missing,FastCharging
307478,5563,0,4,5616,5563,17:35+0,20,17:55+0,03:00+1,Home,Car,Missing,PrivateCharging
307478,5563,1,0,5563,5563,03:00+0,0,03:00+0,08:39+0,Home,Missing,Missing,NoCharging
307478,5563,1,1,5563,5563,08:39+0,6,08:45+0,16:32+0,Work,Car,Missing,FastCharging
307478,5563,1,2,5563,5563,16:32+0,7,16:39+0,17:39+0,Home,Car,Missing,PrivateCharging
307478,5563,1,3,5563,5563,17:40+0,9,17:49+0,19:17+0,Touring,Walking or Biking,Missing,NoCharging
307478,5563,1,4,5563,5563,19:17+0,5,19:22+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
307481,5563,0,0,5563,5563,03:00+0,0,03:00+0,07:08+0,Home,Missing,Missing,NoCharging
307481,5563,0,1,5563,5616,07:08+0,20,07:28+0,16:57+0,Work,Car,Missing,PublicCharging
307481,5563,0,2,5616,5612,16:57+0,3,17:00+0,17:05+0,Business,Car,Missing,NoCharging
307481,5563,0,3,5612,5563,17:05+0,23,17:28+0,03:00+1,Home,Car,Missing,NoCharging
307481,5563,1,0,5563,5563,03:00+0,0,03:00+0,07:44+0,Home,Missing,Missing,PrivateCharging
307481,5563,1,1,5563,5563,07:44+0,6,07:50+0,17:35+0,Work,Car,Missing,NoCharging
307481,5563,1,2,5563,5563,17:35+0,6,17:41+0,03:00+1,Home,Car,Missing,NoCharging
307484,5563,0,0,5563,5563,03:00+0,0,03:00+0,07:27+0,Home,Missing,Missing,PrivateCharging
307484,5563,0,1,5563,5631,07:27+0,23,07:50+0,15:44+0,Work,Car as Passenger,Missing,NoCharging
307484,5563,0,2,5631,5563,15:44+0,23,16:07+0,03:00+1,Home,Car as Passenger,Missing,PrivateCharging
307484,5563,1,0,5563,5563,03:00+0,0,03:00+0,17:02+0,Home,Missing,Missing,NoCharging
307484,5563,1,1,5563,5563,17:02+0,5,17:07+0,18:17+0,Groceries,Car,Missing,NoCharging
307484,5563,1,2,5563,5563,18:17+0,7,18:24+0,03:00+1,Home,Car,Missing,NoCharging
307480,5563,0,0,5563,5563,03:00+0,0,03:00+0,15:57+0,Home,Missing,Missing,PrivateCharging
307480,5563,0,1,5563,5563,15:57+0,7,16:04+0,18:05+0,Leisure,Car,Missing,NoCharging
307480,5563,0,2,5563,5643,18:05+0,18,18:23+0,18:28+0,Leisure,Car,Missing,NoCharging
307480,5563,0,3,5643,5644,19:33+0,2,19:35+0,21:18+0,Leisure,Car,Missing,PublicCharging
307480,5563,0,4,5644,5563,21:18+0,16,21:34+0,03:00+1,Home,Car,Missing,PrivateCharging
307480,5563,1,0,5563,5563,03:00+0,0,03:00+0,07:27+0,Home,Missing,Missing,PrivateCharging
307480,5563,1,1,5563,5563,07:27+0,24,07:51+0,09:31+0,Work,Walking or Biking,Missing,NoCharging
307480,5563,1,2,5563,5563,09:31+0,20,09:51+0,10:13+0,Home,Walking or Biking,Missing,NoCharging
307480,5563,1,3,5563,5563,10:13+0,18,10:31+0,15:34+0,Work,Walking or Biking,Missing,NoCharging
307480,5563,1,4,5563,5563,15:34+0,12,15:46+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
310380,5571,0,0,5571,5571,03:00+0,0,03:00+0,07:21+0,Home,Missing,Missing,NoCharging
310380,5571,0,1,5571,5571,07:21+0,17,07:38+0,12:49+0,Work,Walking or Biking,Missing,NoCharging
310380,5571,0,2,5571,5571,12:49+0,13,13:02+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
310381,5571,0,0,5571,5571,03:00+0,0,03:00+0,13:06+0,Home,Missing,Missing,NoCharging
310381,5571,0,1,5571,5611,13:06+0,23,13:29+0,16:08+0,Leisure,Car,Missing,NoCharging
310381,5571,0,2,5611,5571,16:08+0,23,16:31+0,03:00+1,Home,Car,Missing,NoCharging
310382,5571,0,0,5571,5571,03:00+0,0,03:00+0,07:29+0,Home,Missing,Missing,NoCharging
310382,5571,0,1,5571,5628,07:29+0,27,07:56+0,16:55+0,Work,Car,Missing,NoCharging
310382,5571,0,2,5628,5628,17:18+0,5,17:23+0,17:38+0,Social,Car,Missing,NoCharging
310382,5571,0,3,5628,5571,17:38+0,27,18:05+0,03:00+1,Home,Car,Missing,PrivateCharging
310379,5571,0,0,5571,5571,03:00+0,0,03:00+0,10:59+0,Home,Missing,Missing,PrivateCharging
310379,5571,0,1,5571,5705,10:59+0,33,11:32+0,11:53+0,Services,Car,Missing,NoCharging
310379,5571,0,2,5705,5664,12:17+0,15,12:32+0,12:46+0,Groceries,Car,Missing,PublicCharging
310379,5571,0,3,5664,5571,12:46+0,23,13:09+0,03:00+1,Home,Car,Missing,NoCharging
310384,5571,0,0,5571,5571,03:00+0,0,03:00+0,07:58+0,Home,Missing,Missing,PrivateCharging
310384,5571,0,1,5571,5611,07:58+0,23,08:21+0,10:45+0,Work,Car,Missing,NoCharging
310384,5571,0,2,5611,5611,11:11+0,7,11:18+0,16:57+0,Work,Car,Missing,SemiPublicCharging
310384,5571,0,3,5611,5571,16:57+0,23,17:20+0,21:12+0,Home,Car,Missing,NoCharging
310384,5571,0,4,5571,5652,21:12+0,20,21:32+0,23:22+0,Business,Car as Passenger,Missing,NoCharging
310384,5571,0,5,5652,5571,23:22+0,20,23:42+0,03:00+1,Home,Car as Passenger,Missing,PrivateCharging
310383,5571,0,0,5571,5571,03:00+0,0,03:00+0,07:48+0,Home,Missing,Missing,PrivateCharging
310383,5571,0,1,5571,5611,07:48+0,23,08:11+0,17:00+0,Work,Car,Missing,SemiPublicCharging
310383,5571,0,2,5611,5481,17:00+0,29,17:29+0,17:34+0,Leisure,Car,Missing,SemiPublicCharging
310383,5571,0,3,5481,5571,17:34+0,44,18:18+0,03:00+1,Home,Car,Missing,NoCharging
310386,5571,0,0,5571,5571,03:00+0,0,03:00+0,08:32+0,Home,Missing,Missing,NoCharging
310386,5571,0,1,5571,5571,08:32+0,8,08:40+0,17:32+0,Work,Walking or Biking,Missing,NoCharging
310386,5571,0,2,5571,5571,17:32+0,12,17:44+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
310387,5571,0,0,5571,5571,03:00+0,0,03:00+0,06:36+0,Home,Missing,Missing,NoCharging
310387,5571,0,1,5571,5501,06:36+0,18,06:54+0,15:59+0,Work,Car,Missing,PublicCharging
310387,5571,0,2,5501,5571,15:59+0,18,16:17+0,03:00+1,Home,Car,Missing,PrivateCharging
310385,5571,0,0,5571,5571,03:00+0,0,03:00+0,16:35+0,Home,Missing,Missing,NoCharging
310385,5571,0,1,5571,5571,16:35+0,5,16:40+0,17:27+0,Social,Car,Missing,PublicCharging
310385,5571,0,2,5571,5705,17:27+0,33,18:00+0,20:47+0,Social,Car,Missing,SemiPublicCharging
310385,5571,0,3,5705,5571,20:47+0,33,21:20+0,03:00+1,Home,Car,Missing,PrivateCharging
310388,5571,0,0,5571,5571,03:00+0,0,03:00+0,16:20+0,Home,Missing,Missing,NoCharging
310388,5571,0,1,5571,5575,16:20+0,22,16:42+0,17:58+0,Services,Walking or Biking,Missing,NoCharging
310388,5571,0,2,5575,5571,17:58+0,22,18:20+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
310389,5571,0,0,5571,5571,03:00+0,0,03:00+0,05:41+0,Home,Missing,Missing,PrivateCharging
310389,5571,0,1,5571,5831,05:41+0,64,06:45+0,16:04+0,Work,Car,Missing,SemiPublicCharging
310389,5571,0,2,5831,5571,16:04+0,64,17:08+0,03:00+1,Home,Car,Missing,PrivateCharging
310391,5571,0,0,5571,5571,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
310393,5571,0,0,5571,5571,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
310390,5575,0,0,5575,5575,03:00+0,0,03:00+0,09:41+0,Home,Missing,Missing,NoCharging
310390,5575,0,1,5575,5575,09:41+0,6,09:47+0,14:18+0,Work,Car,Missing,NoCharging
310390,5575,0,2,5575,5575,14:18+0,6,14:24+0,03:00+1,Home,Car,Missing,NoCharging
310392,5571,0,0,5571,5571,03:00+0,0,03:00+0,14:24+0,Home,Missing,Missing,PrivateCharging
310392,5571,0,1,5571,5571,14:24+0,9,14:33+0,14:49+0,Groceries,Car,Missing,PublicCharging
310392,5571,0,2,5571,5672,15:08+0,30,15:38+0,16:37+0,Services,Car,Missing,PublicCharging
310392,5571,0,3,5672,5571,16:37+0,30,17:07+0,17:22+0,Social,Car,Missing,PublicCharging
310392,5571,0,4,5571,5571,17:22+0,7,17:29+0,03:00+1,Home,Car,Missing,NoCharging
310702,5571,0,0,5571,5571,03:00+0,0,03:00+0,10:15+0,Home,Missing,Missing,PrivateCharging
310702,5571,0,1,5571,5571,10:15+0,16,10:31+0,10:44+0,Touring,Walking or Biking,Missing,NoCharging
310702,5571,0,2,5571,5571,10:45+0,15,11:00+0,15:49+0,Home,Walking or Biking,Missing,NoCharging
310702,5571,0,3,5571,5561,15:49+0,11,16:00+0,22:08+0,Touring,Car,Missing,NoCharging
310702,5571,0,4,5561,5571,22:08+0,11,22:19+0,03:00+1,Home,Car,Missing,NoCharging
310702,5571,1,0,5571,5571,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
310705,5571,0,0,5571,5571,03:00+0,0,03:00+0,11:36+0,Home,Missing,Missing,NoCharging
310705,5571,0,1,5571,5626,11:36+0,24,12:00+0,12:17+0,Social,Car,Missing,PublicCharging
310705,5571,0,2,5626,5611,13:26+0,9,13:35+0,13:40+0,Leisure,Car,Missing,NoCharging
310705,5571,0,3,5611,5571,13:40+0,23,14:03+0,03:00+1,Home,Car,Missing,NoCharging
310705,5571,1,0,5571,5571,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,NoCharging
310707,5571,0,0,5571,5571,03:00+0,0,03:00+0,08:41+0,Home,Missing,Missing,PrivateCharging
310707,5571,0,1,5571,5571,08:41+0,18,08:59+0,11:20+0,Work,Walking or Biking,Missing,NoCharging
310707,5571,0,2,5571,5571,11:20+0,24,11:44+0,12:16+0,Home,Walking or Biking,Missing,NoCharging
310707,5571,0,3,5571,5571,12:17+0,6,12:23+0,14:34+0,Work,Car,Missing,PublicCharging
310707,5571,0,4,5571,5571,14:34+0,9,14:43+0,03:00+1,Home,Car,Missing,NoCharging
310707,5571,1,0,5571,5571,03:00+0,0,03:00+0,13:33+0,Home,Missing,Missing,NoCharging
310707,5571,1,1,5571,5571,13:33+0,19,13:52+0,15:03+0,NonGroc,Walking or Biking,Missing,NoCharging
310707,5571,1,2,5571,5571,15:19+0,8,15:27+0,17:15+0,Social,Walking or Biking,Missing,NoCharging
310707,5571,1,3,5571,5571,17:35+0,7,17:42+0,20:40+0,Social,Walking or Biking,Missing,NoCharging
310707,5571,1,4,5571,5571,20:40+0,8,20:48+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
311210,5571,0,0,5571,5571,03:00+0,0,03:00+0,07:02+0,Home,Missing,Missing,PrivateCharging
311210,5571,0,1,5571,5571,07:02+0,18,07:20+0,07:25+0,BringGet,Walking or Biking,Missing,NoCharging
311210,5571,0,2,5571,5571,07:28+0,15,07:43+0,07:48+0,BringGet,Walking or Biking,Missing,NoCharging
311210,5571,0,3,5571,5571,07:50+0,6,07:56+0,15:05+0,Work,Walking or Biking,Missing,NoCharging
311210,5571,0,4,5571,5571,15:07+0,18,15:25+0,16:30+0,Home,Walking or Biking,Missing,NoCharging
311210,5571,0,5,5571,5575,16:30+0,22,16:52+0,17:03+0,Other,Walking or Biking,Missing,NoCharging
311210,5571,0,6,5575,5571,17:03+0,22,17:25+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
311210,5571,1,0,5571,5571,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
310706,5571,0,0,5571,5571,03:00+0,0,03:00+0,08:53+0,Home,Missing,Missing,PrivateCharging
310706,5571,0,1,5571,5571,08:53+0,20,09:13+0,11:19+0,Social,Walking or Biking,Missing,NoCharging
310706,5571,0,2,5571,5571,11:19+0,9,11:28+0,11:34+0,Leisure,Walking or Biking,Missing,NoCharging
310706,5571,0,3,5571,5571,11:34+0,21,11:55+0,13:35+0,Home,Walking or Biking,Missing,NoCharging
310706,5571,0,4,5571,5571,13:35+0,14,13:49+0,16:20+0,Leisure,Walking or Biking,Missing,NoCharging
310706,5571,0,5,5571,5571,16:20+0,17,16:37+0,17:02+0,Business,Walking or Biking,Missing,NoCharging
310706,5571,0,6,5571,5571,17:20+0,14,17:34+0,20:23+0,Social,Walking or Biking,Missing,NoCharging
310706,5571,0,7,5571,5571,20:23+0,7,20:30+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
310706,5571,1,0,5571,5571,03:00+0,0,03:00+0,12:43+0,Home,Missing,Missing,PrivateCharging
310706,5571,1,1,5571,5571,12:43+0,8,12:51+0,13:12+0,Groceries,Walking or Biking,Missing,NoCharging
310706,5571,1,2,5571,5571,13:12+0,25,13:37+0,13:47+0,Groceries,Walking or Biking,Missing,NoCharging
310706,5571,1,3,5571,5571,13:47+0,19,14:06+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
311216,5575,0,0,5575,5575,03:00+0,0,03:00+0,08:55+0,Home,Missing,Missing,NoCharging
311216,5575,0,1,5575,5575,08:55+0,9,09:04+0,15:13+0,Work,Car,Missing,NoCharging
311216,5575,0,2,5575,5575,15:13+0,8,15:21+0,03:00+1,Home,Car,Missing,NoCharging
311216,5575,1,0,5575,5575,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
311335,5571,0,0,5571,5571,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,NoCharging
311335,5571,1,0,5571,5571,03:00+0,0,03:00+0,14:09+0,Home,Missing,Missing,PrivateCharging
311335,5571,1,1,5571,5571,14:09+0,9,14:18+0,14:32+0,Groceries,Car,Missing,NoCharging
311335,5571,1,2,5571,5571,14:32+0,5,14:37+0,03:00+1,Home,Car,Missing,PrivateCharging
311337,5571,0,0,5571,5571,03:00+0,0,03:00+0,07:26+0,Home,Missing,Missing,NoCharging
311337,5571,0,1,5571,5571,07:26+0,7,07:33+0,14:43+0,Work,Car,Missing,NoCharging
311337,5571,0,2,5571,5571,14:45+0,6,14:51+0,19:28+0,Home,Car,Missing,NoCharging
311337,5571,0,3,5571,5571,19:28+0,8,19:36+0,22:16+0,Business,Walking or Biking,Missing,NoCharging
311337,5571,0,4,5571,5571,22:16+0,16,22:32+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
311337,5571,1,0,5571,5571,03:00+0,0,03:00+0,11:09+0,Home,Missing,Missing,PrivateCharging
311337,5571,1,1,5571,5571,11:09+0,9,11:18+0,18:58+0,Work,Car,Missing,NoCharging
311337,5571,1,2,5571,5571,18:58+0,6,19:04+0,03:00+1,Home,Car,Missing,NoCharging
311336,5571,0,0,5571,5571,03:00+0,0,03:00+0,07:51+0,Home,Missing,Missing,NoCharging
311336,5571,0,1,5571,5613,07:51+0,23,08:14+0,17:15+0,Work,Car,Missing,NoCharging
311336,5571,0,2,5613,5613,17:15+0,6,17:21+0,17:31+0,Groceries,Car,Missing,NoCharging
311336,5571,0,3,5613,5571,17:31+0,23,17:54+0,03:00+1,Home,Car,Missing,PrivateCharging
311336,5571,1,0,5571,5571,03:00+0,0,03:00+0,08:13+0,Home,Missing,Missing,PrivateCharging
311336,5571,1,1,5571,5571,08:13+0,5,08:18+0,14:07+0,Work,Car,Missing,SemiPublicCharging
311336,5571,1,2,5571,5571,14:44+0,6,14:50+0,17:13+0,Work,Car,Missing,SemiPublicCharging
311336,5571,1,3,5571,5571,17:13+0,5,17:18+0,03:00+1,Home,Car,Missing,NoCharging
311441,5571,0,0,5571,5571,03:00+0,0,03:00+0,14:53+0,Home,Missing,Missing,PrivateCharging
311441,5571,0,1,5571,5571,14:53+0,8,15:01+0,15:59+0,Services,Car,Missing,PublicCharging
311441,5571,0,2,5571,5571,15:59+0,7,16:06+0,03:00+1,Home,Car,Missing,PrivateCharging
311441,5571,1,0,5571,5571,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,NoCharging
311436,5571,0,0,5571,5571,03:00+0,0,03:00+0,07:59+0,Home,Missing,Missing,NoCharging
311436,5571,0,1,5571,5571,07:59+0,9,08:08+0,18:55+0,Work,Car,Missing,PublicCharging
311436,5571,0,2,5571,5571,18:55+0,9,19:04+0,03:00+1,Home,Car,Missing,PrivateCharging
311436,5571,1,0,5571,5571,03:00+0,0,03:00+0,13:55+0,Home,Missing,Missing,PrivateCharging
311436,5571,1,1,5571,5575,13:55+0,6,14:01+0,16:12+0,NonGroc,Car as Passenger,Missing,NoCharging
311436,5571,1,2,5575,5571,16:12+0,6,16:18+0,03:00+1,Home,Car as Passenger,Missing,NoCharging
311446,5575,0,0,5575,5575,03:00+0,0,03:00+0,09:18+0,Home,Missing,Missing,NoCharging
311446,5575,0,1,5575,5575,09:18+0,7,09:25+0,15:57+0,Work,Car,Missing,SemiPublicCharging
311446,5575,0,2,5575,5575,15:57+0,8,16:05+0,03:00+1,Home,Car,Missing,NoCharging
311446,5575,1,0,5575,5575,03:00+0,0,03:00+0,08:31+0,Home,Missing,Missing,NoCharging
311446,5575,1,1,5575,6004,08:31+0,39,09:10+0,13:16+0,Work,Car,Missing,NoCharging
311446,5575,1,2,6004,5575,13:16+0,39,13:55+0,03:00+1,Home,Car,Missing,NoCharging
311442,5571,0,0,5571,5571,03:00+0,0,03:00+0,07:36+0,Home,Missing,Missing,NoCharging
311442,5571,0,1,5571,5571,07:36+0,17,07:53+0,16:54+0,Work,Walking or Biking,Missing,NoCharging
311442,5571,0,2,5571,5571,16:54+0,27,17:21+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
311442,5571,1,0,5571,5571,03:00+0,0,03:00+0,09:45+0,Home,Missing,Missing,PrivateCharging
311442,5571,1,1,5571,5621,09:45+0,25,10:10+0,13:59+0,Work,Car,Missing,SemiPublicCharging
311442,5571,1,2,5621,5571,13:59+0,25,14:24+0,03:00+1,Home,Car,Missing,NoCharging
311445,5571,0,0,5571,5571,03:00+0,0,03:00+0,08:25+0,Home,Missing,Missing,PrivateCharging
311445,5571,0,1,5571,5571,08:25+0,5,08:30+0,08:44+0,Groceries,Car,Missing,PublicCharging
311445,5571,0,2,5571,5616,09:04+0,23,09:27+0,17:43+0,Work,Car,Missing,SemiPublicCharging
311445,5571,0,3,5616,5571,17:43+0,23,18:06+0,03:00+1,Home,Car,Missing,PrivateCharging
311445,5571,1,0,5571,5571,03:00+0,0,03:00+0,06:50+0,Home,Missing,Missing,NoCharging
311445,5571,1,1,5571,5652,06:50+0,20,07:10+0,13:43+0,Work,Car,Missing,NoCharging
311445,5571,1,2,5652,5571,13:43+0,20,14:03+0,15:26+0,Home,Car,Missing,NoCharging
311445,5571,1,3,5571,5571,15:26+0,20,15:46+0,16:46+0,Business,Walking or Biking,Missing,NoCharging
311445,5571,1,4,5571,5571,16:54+0,5,16:59+0,18:03+0,Social,Walking or Biking,Missing,NoCharging
311445,5571,1,5,5571,5571,18:03+0,13,18:16+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
311457,5571,0,0,5571,5571,03:00+0,0,03:00+0,12:34+0,Home,Missing,Missing,NoCharging
311457,5571,0,1,5571,1406,12:34+0,93,14:07+0,14:47+0,Groceries,Car as Passenger,Missing,PublicCharging
311457,5571,0,2,1406,5571,15:15+0,93,16:48+0,17:57+0,Leisure,Car as Passenger,Missing,NoCharging
311457,5571,0,3,5571,5571,17:57+0,5,18:02+0,03:00+1,Home,Car as Passenger,Missing,NoCharging
311457,5571,1,0,5571,5571,03:00+0,0,03:00+0,07:45+0,Home,Missing,Missing,NoCharging
311457,5571,1,1,5571,5531,07:45+0,17,08:02+0,11:21+0,Work,Car,Missing,PublicCharging
311457,5571,1,2,5531,5531,11:22+0,7,11:29+0,11:34+0,Business,Car,Missing,NoCharging
311457,5571,1,3,5531,5531,11:43+0,9,11:52+0,16:51+0,Work,Car,Missing,SemiPublicCharging
311457,5571,1,4,5531,5571,16:51+0,17,17:08+0,03:00+1,Home,Car,Missing,NoCharging
311468,5571,0,0,5571,5571,03:00+0,0,03:00+0,17:25+0,Home,Missing,Missing,NoCharging
311468,5571,0,1,5571,5571,17:25+0,29,17:54+0,21:31+0,Touring,Walking or Biking,Missing,NoCharging
311468,5571,0,2,5571,5571,21:31+0,12,21:43+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
311468,5571,1,0,5571,5571,03:00+0,0,03:00+0,08:21+0,Home,Missing,Missing,NoCharging
311468,5571,1,1,5571,5571,08:21+0,14,08:35+0,12:44+0,Work,Walking or Biking,Missing,NoCharging
311468,5571,1,2,5571,5571,12:44+0,28,13:12+0,15:53+0,Home,Walking or Biking,Missing,NoCharging
311468,5571,1,3,5571,5571,15:53+0,11,16:04+0,16:20+0,Social,Walking or Biking,Missing,NoCharging
311468,5571,1,4,5571,5571,16:20+0,28,16:48+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
311460,5571,0,0,5571,5571,03:00+0,0,03:00+0,12:47+0,Home,Missing,Missing,PrivateCharging
311460,5571,0,1,5571,5571,12:47+0,24,13:11+0,13:42+0,Social,Walking or Biking,Missing,NoCharging
311460,5571,0,2,5571,5571,13:50+0,10,14:00+0,15:41+0,Social,Walking or Biking,Missing,NoCharging
311460,5571,0,3,5571,5571,15:41+0,12,15:53+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
311460,5571,1,0,5571,5571,03:00+0,0,03:00+0,13:37+0,Home,Missing,Missing,PrivateCharging
311460,5571,1,1,5571,5571,13:37+0,7,13:44+0,15:56+0,Leisure,Car,Missing,PublicCharging
311460,5571,1,2,5571,5571,15:56+0,6,16:02+0,03:00+1,Home,Car,Missing,PrivateCharging
311458,5571,0,0,5571,5571,03:00+0,0,03:00+0,08:05+0,Home,Missing,Missing,PrivateCharging
311458,5571,0,1,5571,5645,08:05+0,22,08:27+0,08:52+0,Business,Car,Missing,NoCharging
311458,5571,0,2,5645,5571,08:52+0,22,09:14+0,12:04+0,Work,Car,Missing,PublicCharging
311458,5571,0,3,5571,5646,12:19+0,21,12:40+0,16:37+0,Work,Car,Missing,NoCharging
311458,5571,0,4,5646,5571,16:37+0,21,16:58+0,18:36+0,Home,Car,Missing,NoCharging
311458,5571,0,5,5571,5571,18:36+0,5,18:41+0,18:46+0,BringGet,Walking or Biking,Missing,NoCharging
311458,5571,0,6,5571,5571,18:46+0,20,19:06+0,19:16+0,Groceries,Walking or Biking,Missing,NoCharging
311458,5571,0,7,5571,5571,20:52+0,5,20:57+0,21:37+0,Home,Walking or Biking,Missing,NoCharging
311458,5571,0,8,5571,5571,21:38+0,29,22:07+0,22:19+0,BringGet,Walking or Biking,Missing,NoCharging
311458,5571,0,9,5571,5571,22:19+0,26,22:45+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
311458,5571,1,0,5571,5571,03:00+0,0,03:00+0,16:06+0,Home,Missing,Missing,PrivateCharging
311458,5571,1,1,5571,5571,16:06+0,29,16:35+0,17:14+0,Services,Walking or Biking,Missing,NoCharging
311458,5571,1,2,5571,5571,17:14+0,6,17:20+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
311710,5571,0,0,5571,5571,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
311710,5571,1,0,5571,5571,03:00+0,0,03:00+0,07:38+0,Home,Missing,Missing,NoCharging
311710,5571,1,1,5571,5571,07:38+0,6,07:44+0,11:21+0,Work,Car,Missing,PublicCharging
311710,5571,1,2,5571,5571,11:23+0,6,11:29+0,16:09+0,Home,Car,Missing,NoCharging
311710,5571,1,3,5571,5571,16:10+0,23,16:33+0,17:01+0,Groceries,Walking or Biking,Missing,NoCharging
311710,5571,1,4,5571,5571,17:01+0,16,17:17+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
